regime,trace_index,trace_id,profile,model,intervals,events,nll_total,nll_per_interval
id,5,id-0005,robust,cfc,94,54,55.870459788905606,0.5943665934989958
id,5,id-0005,robust,gru_dt,94,54,56.21490824323062,0.5980309387577726
id,5,id-0005,robust,lstm_dt,94,54,57.26227055024915,0.6091730909600973
id,5,id-0005,robust,mlp_dt,94,54,58.126749419714,0.6183696746778086
id,5,id-0005,robust,gru_param_matched,94,54,56.71727280364877,0.6033752425920081
id,5,id-0005,robust,constant,94,54,60.20714287823756,0.6405015199812507
id,6,id-0006,fast,cfc,94,122,22.120469831083838,0.23532414713918975
id,6,id-0006,fast,gru_dt,94,122,20.347759627038368,0.21646552794721668
id,6,id-0006,fast,lstm_dt,94,122,22.346899937723737,0.23773297806089083
id,6,id-0006,fast,mlp_dt,94,122,27.78020450051318,0.29553409043099127
id,6,id-0006,fast,gru_param_matched,94,122,19.555788081746655,0.2080402987419857
id,6,id-0006,fast,constant,94,122,51.461984758140275,0.5474679229589391
id,7,id-0007,robust,cfc,96,50,46.835225968547306,0.4878669371723678
id,7,id-0007,robust,gru_dt,96,50,47.65774111852503,0.4964348033179691
id,7,id-0007,robust,lstm_dt,96,50,48.414792609324756,0.5043207563471329
id,7,id-0007,robust,mlp_dt,96,50,48.361695691967284,0.5037676634579925
id,7,id-0007,robust,gru_param_matched,96,50,46.770220580574176,0.4871897977143143
id,7,id-0007,robust,constant,96,50,62.94330061319784,0.6556593813874775
id,8,id-0008,fast,cfc,87,71,34.696902642366716,0.39881497290076684
id,8,id-0008,fast,gru_dt,87,71,33.888395231374204,0.389521784268669
id,8,id-0008,fast,lstm_dt,87,71,34.48457414928947,0.3963744155090744
id,8,id-0008,fast,mlp_dt,87,71,40.596105172724975,0.4666218985370687
id,8,id-0008,fast,gru_param_matched,87,71,34.47967668833938,0.39631812285447565
id,8,id-0008,fast,constant,87,71,48.57847216326951,0.5583732432559714
id,9,id-0009,robust,cfc,85,69,49.20170386895241,0.5788435749288519
