regime,trace_index,model,values,above_30,above_20,max_rate,p999_rate
high_congestion,4,mlp_dt,270,0,0,3.505552291870117,3.411547899246216
high_congestion,4,gru_param_matched,270,0,0,3.8081955909729004,3.7830193042755127
high_congestion,4,constant,270,0,0,1.9818673133850098,1.9818673133850098
high_congestion,5,cfc,276,0,0,1.5155746936798096,1.4600833654403687
high_congestion,5,gru_dt,276,0,0,1.464542269706726,1.4254224300384521
high_congestion,5,lstm_dt,276,0,0,1.2147386074066162,1.2010480165481567
high_congestion,5,mlp_dt,276,0,0,1.3660014867782593,1.3478211164474487
high_congestion,5,gru_param_matched,276,0,0,1.6214957237243652,1.5195143222808838
high_congestion,5,constant,276,0,0,1.9818673133850098,1.9818673133850098
high_congestion,6,cfc,282,0,0,2.6180455684661865,2.609754800796509
high_congestion,6,gru_dt,282,0,0,2.5186846256256104,2.5069236755371094
high_congestion,6,lstm_dt,282,0,0,2.562736749649048,2.513542890548706
high_congestion,6,mlp_dt,282,0,0,2.441721200942993,2.431162118911743
high_congestion,6,gru_param_matched,282,0,0,2.9449141025543213,2.892404556274414
high_congestion,6,constant,282,0,0,1.9818673133850098,1.9818673133850098
high_congestion,7,cfc,255,0,0,1.8278450965881348,1.7626901865005493
high_congestion,7,gru_dt,255,0,0,1.7489997148513794,1.7157609462738037
high_congestion,7,lstm_dt,255,0,0,1.6865148544311523,1.6520683765411377
high_congestion,7,mlp_dt,255,0,0,1.754988193511963,1.7175122499465942
high_congestion,7,gru_param_matched,255,0,0,1.7288124561309814,1.7075508832931519
high_congestion,7,constant,255,0,0,1.9818673133850098,1.9818673133850098
high_congestion,8,cfc,267,0,0,2.5537004470825195,2.5450215339660645
high_congestion,8,gru_dt,267,0,0,2.393085241317749,2.353024959564209
high_congestion,8,lstm_dt,267,0,0,2.3149585723876953,2.3114750385284424
high_congestion,8,mlp_dt,267,0,0,2.3503034114837646,2.3410744667053223
high_congestion,8,gru_param_matched,267,0,0,2.6006295680999756,2.59008526802063
high_congestion,8,constant,267,0,0,1.9818673133850098,1.9818673133850098
high_congestion,9,cfc,267,0,0,2.2648892402648926,2.230214834213257
high_congestion,9,gru_dt,267,0,0,2.2001254558563232,2.182675838470459
high_congestion,9,lstm_dt,267,0,0,2.30861234664917,2.246450424194336
high_congestion,9,mlp_dt,267,0,0,2.440873861312866,2.4169278144836426
high_congestion,9,gru_param_matched,267,0,0,2.3460805416107178,2.3365066051483154
high_congestion,9,constant,267,0,0,1.9818673133850098,1.9818673133850098
high_congestion,10,cfc,270,0,0,2.925133466720581,2.713508367538452
high_congestion,10,gru_dt,270,0,0,2.713705062866211,2.514068126678467
high_congestion,10,lstm_dt,270,0,0,2.729426145553589,2.512133836746216
high_congestion,10,mlp_dt,270,0,0,2.780393123626709,2.562821388244629
high_congestion,10,gru_param_matched,270,0,0,2.8284239768981934,2.6397764682769775
high_congestion,10,constant,270,0,0,1.9818673133850098,1.9818673133850098
high_congestion,11,cfc,267,0,0,2.2502808570861816,2.126758098602295
high_congestion,11,gru_dt,267,0,0,2.1987931728363037,2.1505093574523926
high_congestion,11,lstm_dt,267,0,0,2.441445827484131,2.299412727355957
high_congestion,11,mlp_dt,267,0,0,2.3354105949401855,2.2968761920928955
high_congestion,11,gru_param_matched,267,0,0,2.2679312229156494,2.1773171424865723
high_congestion,11,constant,267,0,0,1.9818673133850098,1.9818673133850098
high_congestion,12,cfc,255,0,0,2.9093143939971924,2.7474148273468018
high_congestion,12,gru_dt,255,0,0,2.754852771759033,2.634533643722534
high_congestion,12,lstm_dt,255,0,0,2.6915481090545654,2.574125289916992
high_congestion,12,mlp_dt,255,0,0,2.7976160049438477,2.655346632003784
high_congestion,12,gru_param_matched,255,0,0,2.8255319595336914,2.7305679321289062
high_congestion,12,constant,255,0,0,1.9818673133850098,1.9818673133850098
high_congestion,13,cfc,270,0,0,1.8664034605026245,1.8485169410705566
high_congestion,13,gru_dt,270,0,0,1.979448676109314,1.9711652994155884
high_congestion,13,lstm_dt,270,0,0,1.7460576295852661,1.7283917665481567
high_congestion,13,mlp_dt,270,0,0,2.0128884315490723,1.9776010513305664
high_congestion,13,gru_param_matched,270,0,0,1.9969093799591064,1.9794684648513794
high_congestion,13,constant,270,0,0,1.9818673133850098,1.9818673133850098
high_congestion,14,cfc,288,0,0,3.354674816131592,3.193803548812866
high_congestion,14,gru_dt,288,0,0,2.846388816833496,2.823120355606079
high_congestion,14,lstm_dt,288,0,0,3.1361374855041504,3.0222878456115723
high_congestion,14,mlp_dt,288,0,0,3.2361130714416504,3.06533145904541
high_congestion,14,gru_param_matched,288,0,0,3.3350517749786377,3.2357075214385986
high_congestion,14,constant,288,0,0,1.9818673133850098,1.9818673133850098
high_congestion,15,cfc,288,0,0,2.89281964302063,2.8448994159698486
high_congestion,15,gru_dt,288,0,0,2.653020143508911,2.604785203933716
high_congestion,15,lstm_dt,288,0,0,2.822638750076294,2.7649872303009033
high_congestion,15,mlp_dt,288,0,0,3.0380859375,2.899496078491211
high_congestion,15,gru_param_matched,288,0,0,2.806022882461548,2.7341248989105225
high_congestion,15,constant,288,0,0,1.9818673133850098,1.9818673133850098
high_congestion,16,cfc,264,0,0,2.1984589099884033,2.191664218902588
high_congestion,16,gru_dt,264,0,0,2.2004244327545166,2.179262638092041
high_congestion,16,lstm_dt,264,0,0,2.1262402534484863,2.1088967323303223
high_congestion,16,mlp_dt,264,0,0,2.371626853942871,2.320023775100708
high_congestion,16,gru_param_matched,264,0,0,2.3665928840637207,2.308504819869995
high_congestion,16,constant,264,0,0,1.9818673133850098,1.9818673133850098
high_congestion,17,cfc,270,0,0,1.147566556930542,1.1435853242874146
high_congestion,17,gru_dt,270,0,0,1.1919207572937012,1.1700023412704468
high_congestion,17,lstm_dt,270,0,0,1.0696420669555664,1.0514460802078247
high_congestion,17,mlp_dt,270,0,0,1.1077929735183716,1.081296443939209
high_congestion,17,gru_param_matched,270,0,0,1.2309776544570923,1.2220627069473267
high_congestion,17,constant,270,0,0,1.9818673133850098,1.9818673133850098
high_congestion,18,cfc,264,0,0,3.244063377380371,3.1615710258483887
high_congestion,18,gru_dt,264,0,0,2.9678103923797607,2.9525203704833984
high_congestion,18,lstm_dt,264,0,0,3.1425464153289795,3.1375038623809814
high_congestion,18,mlp_dt,264,0,0,3.141890287399292,3.1198337078094482
high_congestion,18,gru_param_matched,264,0,0,3.1956796646118164,3.1721572875976562
high_congestion,18,constant,264,0,0,1.9818673133850098,1.9818673133850098
high_congestion,19,cfc,279,0,0,1.566030502319336,1.5414375066757202
high_congestion,19,gru_dt,279,0,0,1.663672685623169,1.614438772201538
high_congestion,19,lstm_dt,279,0,0,1.4942539930343628,1.4665532112121582
high_congestion,19,mlp_dt,279,0,0,1.748327374458313,1.6887733936309814
high_congestion,19,gru_param_matched,279,0,0,1.651825189590454,1.5994622707366943
high_congestion,19,constant,279,0,0,1.9818673133850098,1.9818673133850098
