model,high_congestion,high_mobility,id,paired_sparse,sparse
cfc,0.7117205756595133,0.8053346817498739,0.4717429615997081,1.1919714595428492,1.0442530319155874
gru_dt,0.7006595447066627,0.7525525955182573,0.4776287886686098,1.203658593222518,1.054914735668151
gru_param_matched,0.6972087809135449,0.749028543909705,0.4782417157911949,1.202906457839493,1.0610612548275902
lstm_dt,0.7071374527466321,0.7639979906405711,0.4848838612192346,1.2105282058011697,1.0657020161558417
mlp_dt,0.7420030762157473,0.783073200388893,0.5145131785039961,1.2060771342100194,1.0554985065997935
constant,1.0102897283806822,1.0160881880436616,0.6393468315665631,1.412877561503713,1.2848113166954722
ltc_capped,1.013699748295466,1.0002351952231798,0.8889632137940287,1.962406942883588,1.8872708429469784
