model,regime,seeds,mean_nll,std_nll,min_nll,max_nll
cfc,high_congestion,3,0.7057459565639738,0.0051796557122626334,0.7025203650509088,0.7117205756595133
cfc,high_mobility,3,0.7781242917076336,0.023565486362915052,0.7643513086279368,0.8053346817498739
cfc,id,3,0.4693950580766281,0.0022571201777450397,0.4672412577137648,0.4717429615997081
cfc,paired_sparse,3,1.1942163639862524,0.0019462690564610162,1.1919714595428492,1.1954297352385752
gru_param_matched,high_congestion,3,0.6982013126356658,0.0009068429843766059,0.6972087809135449,0.6989865850429339
gru_param_matched,high_mobility,3,0.7478609038499889,0.009244806549493029,0.738087747029276,0.7564664206109858
gru_param_matched,id,3,0.4781005928582032,0.0003623047688112035,0.4776889625074022,0.4783711002760127
gru_param_matched,paired_sparse,3,1.2028163772200988,0.0022197606728166838,1.2005529475045285,1.204989726316275
