goal_utility_ratio,critical_success_rate,mean_latency,energy,events,outages,handovers,reroutes,model,trust,policy,scenario,replicate,seed,final_hash,thinning_rejections,scenario_mobility,scenario_stress,scenario_channel,scenario_demand,regime,local_scenario
0.7502739393939395,1.0,0.6585703174273131,4.4,17,0,2,0,oracle,1.0,throughput,90300,0,6653310517781706581,076f3c48f7a1596e283746b75e4adcf2044bd5488bbead23c7c1bad7ec374371,28,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.7502739393939395,1.0,0.6475680658507934,4.4,17,0,2,0,oracle,1.0,semantic,90300,0,6653310517781706581,8f37e9b66ac9c0b2c5e388c6ca8482845e01cc815b4f9e7b4c4234f390869622,29,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.7290068292682929,1.0,0.7288368364420889,6.231999999999999,14,0,1,0,mechanistic_calibrated,0.0,throughput,90300,0,6653310517781706581,9a7b6b78eb34aaf41728caae7677a5170a9b1392c987733e65be51630155cb16,19,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.7290068292682929,1.0,0.7240299136876214,6.231999999999999,14,0,1,0,mechanistic_calibrated,0.0,semantic,90300,0,6653310517781706581,c3974f24efb285b92d2947aec446886a7896ef93e8e99d895674d1858e64aad2,19,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.6940315151515152,1.0,0.6587733080258578,4.4,17,0,2,0,residual_quarter,0.25,throughput,90300,0,6653310517781706581,232a91973fbed1e18ee4ab4afa83fa0e6821134106a505c2f55af290d3481d9b,28,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.5721158620689656,0.6666666666666666,0.846923035745611,7.232,18,0,2,0,residual_quarter,0.25,semantic,90300,0,6653310517781706581,31e64e3e943fe3322746735fc815c29f4bba6823c11b6abaea3846219c31b2b3,30,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.5913397894736842,0.6666666666666666,0.932424794812977,10.244,23,0,2,0,residual_idcal,0.5,throughput,90300,0,6653310517781706581,f065c3534fdcf3067e47d99a1000d3784c591d6fcaba6e7794679c7ec006398c,28,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.5913397894736842,0.6666666666666666,0.9213498556606428,10.244,23,0,2,0,residual_idcal,0.5,semantic,90300,0,6653310517781706581,a60857d58a401f611751e834b9c1372c575ad11f81bb921a03f7b18d8716ec4e,28,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.7502739393939395,1.0,0.6585196675199557,4.4,17,0,2,0,residual_predictive,1.0,throughput,90300,0,6653310517781706581,d99482625cc25549ae0a8e6d8423286ede788678b88b394c74581f94fba5c053,28,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.7502739393939395,1.0,0.6475198794072868,4.4,17,0,2,0,residual_predictive,1.0,semantic,90300,0,6653310517781706581,c12eac6db27d55dd3f505f484e7ae61b35756e4a09294b0b4e853ac27d270100,29,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.9180540540540542,1.0,0.5544788944931123,9.244,13,0,1,0,oracle,1.0,throughput,90300,1,12730129316837090314,dafd83f3acc0d11e216e9b2642d731f9db2f57f51272f8a2f81db123b888cf43,14,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.5691733333333333,0.0,1.2095429408892724,4.8,13,1,1,1,oracle,1.0,semantic,90300,1,12730129316837090314,3c4f88d2f81846ed312b1f88b69d21c56d867abe67838dcf94c2bf7ca602578c,19,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.728,0.0,1.1587260898766873,8.064,12,0,1,0,mechanistic_calibrated,0.0,throughput,90300,1,12730129316837090314,2c2c18161a16cd262ee73d137f809aa05d5c8fe02ff9d326ae3a94264daf0595,23,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.728,0.0,1.1582776331448332,8.064,12,0,1,0,mechanistic_calibrated,0.0,semantic,90300,1,12730129316837090314,a7b830c265a166d9c00690ed847d1f51660d70ee06abbb2dcbad59296788a406,23,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.728,0.0,1.1587260898766873,8.064,12,0,1,0,residual_quarter,0.25,throughput,90300,1,12730129316837090314,de40cad5e5c02e008031226b87a7b9e466000c7709755b7650d33546704b7e92,23,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.728,0.0,1.1582776331448332,8.064,12,0,1,0,residual_quarter,0.25,semantic,90300,1,12730129316837090314,8baa7ef3f5b9ad50a632a17f2564286a60ea8b135ef83ace121bb2760486552e,23,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.9180540540540542,1.0,0.7396736610838704,9.244,13,0,1,0,residual_idcal,0.5,throughput,90300,1,12730129316837090314,4168ee411d1a8a590e496d6b39831df64c37b198a55749abab047fefff25a2cb,17,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.728,0.0,1.1582776331448332,8.064,12,0,1,0,residual_idcal,0.5,semantic,90300,1,12730129316837090314,604c12037d6a494e0ad37c68f41ab6c62db09ee0e8b02708173617d311f5910e,23,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
0.9180540540540542,1.0,0.7396736610838704,9.244,13,0,1,0,residual_predictive,1.0,throughput,90300,1,12730129316837090314,9310ab56b024005c30b41ac6d18dd82509b5f8817e9d76d934c35d109ad3f373,17,0.8796627043631089,1.1935105887096804,0.7639711381169138,1.021982122058808,weak_channel,0
