model,regime,scenario,replicate,policy,seed,events,goal_utility_ratio,critical_success_rate,mean_latency,energy,generated,delivered,outages,recoveries,handovers,reroutes,final_hash,thinning_rejections,thinning_windows,scenario_mobility,scenario_stress,scenario_channel,scenario_demand
cfc_closed,id,0,1,throughput,1.6361355900082276e+19,62,0.6430810256410255,0.75,0.4141567095538505,28.476,18,13,3,3,8,0,1a0f8ee21ed5c186ad25c5dbd57abb9f5f938eaa3f208c37f59b5b1e8493c32e,60,3,0.9206467734452074,1.2063837022836104,1.0036470800093098,0.9499792732766998
cfc_closed,id,0,1,semantic,1.6361355900082276e+19,58,0.8154589090909092,1.0,0.3626319119204099,32.70799999999999,17,14,2,2,6,0,77d2e02165f0e526133345f59660b1314221ab3564e3c496d429d032b00a74c5,48,3,0.9206467734452074,1.2063837022836104,1.0036470800093098,0.9499792732766998
cfc_nojump,id,0,1,throughput,1.6361355900082276e+19,56,0.6905557894736842,0.75,0.4364146232927413,28.044,17,13,3,1,7,1,178ad929a045ff4dc2d9d10e421b4cc38bce5078bf5381e1e0ecd6c601f86e08,38,4,0.9206467734452074,1.2063837022836104,1.0036470800093098,0.9499792732766998
cfc_nojump,id,0,1,semantic,1.6361355900082276e+19,58,0.8154589090909092,1.0,0.3626319119204099,32.70799999999999,17,14,2,2,6,0,e698eb4410e21084d49e88fab84578c51f14e56be51ea5974b990fe733323071,48,3,0.9206467734452074,1.2063837022836104,1.0036470800093098,0.9499792732766998
gru_closed,id,0,1,throughput,1.6361355900082276e+19,69,0.8275010370370369,1.0,0.54918535100438,33.70799999999999,18,15,3,2,7,3,e93b0f0735647301d74369c4a8bbf65bf0145657541fdf9909127c150effc98e,56,3,0.9206467734452074,1.2063837022836104,1.0036470800093098,0.9499792732766998
gru_closed,id,0,1,semantic,1.6361355900082276e+19,58,0.8588067175572519,1.0,0.3714151283415501,33.70799999999999,17,15,2,2,5,0,4dd85dfad4fecf29695419c43c8c904d2ad958607de91ab149b7ff8e0f932d11,44,3,0.9206467734452074,1.2063837022836104,1.0036470800093098,0.9499792732766998
oracle,id,1,0,throughput,4.216271641064661e+18,56,0.9443958381502888,1.0,0.5116741511411473,35.888,17,17,1,0,4,0,1095f66393fc8a633b8ad139db825cf71e0c9d9c3007e7bdbb8faba6c337b77c,41,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
oracle,id,1,0,semantic,4.216271641064661e+18,56,0.9393091329479768,1.0,0.5090747537347925,36.068,17,17,1,0,4,0,2603033b0223accef761b311d87efbd38c9a6371fd9c010a805c5a198a4ef3b5,41,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_closed,id,1,0,throughput,4.216271641064661e+18,56,0.940962774566474,1.0,0.5116945805562885,35.888,17,17,1,0,4,0,a5605420789f6afc46f4fe62bd8644eba9763257fed4131a7ee5c4b3cb91b0aa,41,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_closed,id,1,0,semantic,4.216271641064661e+18,56,0.9358760693641618,1.0,0.509094490268512,36.068,17,17,1,0,4,0,32918d1d785a4515b1d2b2676d32244ff658598787fdb8b017a760e0d8511795,41,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_nojump,id,1,0,throughput,4.216271641064661e+18,52,0.94922224852071,1.0,0.545420019240741,33.236,16,16,1,0,3,0,3d408b323e3dd1c1bc191ce3fa44704c2d3bc9bebe42af1e11dd14fdce857294,35,5,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_nojump,id,1,0,semantic,4.216271641064661e+18,51,0.944015147928994,1.0,0.5683261684548397,33.416,16,16,0,0,3,0,8e0d4b240cde9e2a80a314e9c8e5d3320a10c4ead4514ea25853d65d4c3aeda6,35,5,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
gru_closed,id,1,0,throughput,4.216271641064661e+18,56,0.940962774566474,1.0,0.5138340250217719,35.888,17,17,1,0,4,0,5eaebbb990bd2d2470f675e222500d339e836ca50fd3fc67ab1779f1cb28eb8f,41,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
gru_closed,id,1,0,semantic,4.216271641064661e+18,56,0.9358760693641618,1.0,0.509094490268512,36.068,17,17,1,0,4,0,ef528648b0bcc56a7e143b68e7d6f79fe993b2d01fe81c2045d6897db6a633e4,41,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
oracle,id,1,1,throughput,4.02213150366005e+18,64,0.9066431718061674,1.0,0.6238958912021735,41.69199999999999,20,20,0,0,4,0,eb7b6ec274b713d20661abc4b42e2ef4aa0264498c58a9d58650c8376332a1b5,52,2,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
oracle,id,1,1,semantic,4.02213150366005e+18,64,0.9066431718061674,1.0,0.6595212722546415,41.69199999999999,20,20,0,0,4,0,f8216463bdbae87e4ca17b00e352fc0967087075f6eaf0ad62ac9da74ec79a71,55,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_closed,id,1,1,throughput,4.02213150366005e+18,59,0.8501922651933701,1.0,0.6288888213436427,34.099999999999994,19,16,0,0,5,0,3c6b0cd43043d6a3aade00cc3eb369a9e3849783f96c343d351bdc8f4b97bd88,56,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_closed,id,1,1,semantic,4.02213150366005e+18,64,0.7497686486486485,0.8,0.62083528402447,39.764,20,18,0,0,6,0,3720c0a3eb1ce28b19a49a8fbf7905bccc0e1fb8d4bb653fde519ed9329fd490,58,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_nojump,id,1,1,throughput,4.02213150366005e+18,59,0.8501922651933701,1.0,0.6288807195557299,34.099999999999994,19,16,0,0,5,0,b47386e471787a3658024b805e8e4b486fbe582127bd902f8b1585cffaff6214,56,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
cfc_nojump,id,1,1,semantic,4.02213150366005e+18,64,0.7950912621359223,0.8333333333333334,0.6110226669289535,40.07999999999999,20,19,0,0,5,0,f1a6d1a61b518103c2d5346af0750328b6a76e2615d2fe797a3d777a6b70a154,57,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
gru_closed,id,1,1,throughput,4.02213150366005e+18,59,0.8501922651933701,1.0,0.6288807195557299,34.099999999999994,19,16,0,0,5,0,48aa62c5e2fbaf95d6ea84c2f3fcedb46a526ddbc6060703ffd43adc84230f1b,56,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
gru_closed,id,1,1,semantic,4.02213150366005e+18,64,0.7950912621359223,0.8333333333333334,0.6110226669289535,40.07999999999999,20,19,0,0,5,0,476acf85e1d246a3037a9c1b26126ca545311cf73e60ec11480b3aa7ce7fa8f7,57,3,1.0944151062864238,0.8080552496601954,1.0773550123488476,1.0266722229839926
oracle,id,2,0,throughput,4.93799879306126e+18,52,0.2186706918238993,0.2,0.5139732361559117,17.012,27,8,2,0,3,2,f486e745564ce4d9aa57be273f31009324b3a283fd3f63144cad841cf6fbd450,29,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
oracle,id,2,0,semantic,4.93799879306126e+18,52,0.2186706918238993,0.2,0.5054441328474295,17.012,27,8,2,0,3,2,d2ca3211845f1533ad8ccaa462b8a64607d5418b28fabb039eea047899876f39,29,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_closed,id,2,0,throughput,4.93799879306126e+18,64,0.1317104294478527,0.1,1.0274392955399885,14.476000000000004,29,6,3,1,3,8,e4af11f935ccec893f8f272a26ee0e9e83c4d0a2fbe792e6223a8214263e8520,37,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_closed,id,2,0,semantic,4.93799879306126e+18,99,0.7456568339768339,0.7142857142857143,1.0247635876268286,57.996,28,26,2,2,3,5,e287696d31f440d76a18381f695da327820e22803399b1eabb74bebfa7fcd1f6,108,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_nojump,id,2,0,throughput,4.93799879306126e+18,92,0.7258639316239316,0.6666666666666666,1.3398084344113697,61.87199999999999,27,27,2,1,4,2,cc397ecda4a86522cd05aace47fc28dac344652db9bf273efc95a164e357200a,129,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_nojump,id,2,0,semantic,4.93799879306126e+18,85,0.5138628571428571,0.625,1.114246265750499,27.468,28,14,3,2,3,9,90e7e5896afce53989e23a69bd929305a38d24980ee0ea13c359785d38fd1b24,59,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
gru_closed,id,2,0,throughput,4.93799879306126e+18,82,0.554359378238342,0.6,0.6346261097550208,28.791999999999994,22,14,3,3,3,8,2793f3ff8015df3d79074e5fc71a765b2dda614eba85a09de77f7e234737fa57,56,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
gru_closed,id,2,0,semantic,4.93799879306126e+18,65,0.8658223728813559,1.0,0.5602553841637496,34.843999999999994,18,17,2,2,2,3,06b222fcfd39d180438ffb05548eead0d3ef7f4414a47c40eba82845cb6e71ec,38,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
oracle,id,2,1,throughput,1.4193313396705618e+19,62,0.9002053333333331,1.0,1.143044343532584,34.088,18,18,2,1,3,1,646740e76e9d43f00df17bc878b298b36261a0eea73450ea16802dd61e67f6bf,89,1,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
oracle,id,2,1,semantic,1.4193313396705618e+19,80,0.6995811604095563,0.7777777777777778,0.6329554798903997,44.776,26,21,2,1,4,1,94a7f979b8b45511a08632fc1c716a1b15f3e8458c0e27544321e70efbfe30ad,64,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_closed,id,2,1,throughput,1.4193313396705618e+19,71,0.59983938697318,0.6666666666666666,2.14105862095045,31.124,18,16,2,1,4,6,1fdd62b2b75e8951c45c790b9023790e1b6278b60106e5cc4915c3a6c025786b,79,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_closed,id,2,1,semantic,1.4193313396705618e+19,72,0.59983938697318,0.6666666666666666,2.1229193444978582,31.124,18,16,2,2,4,6,67dfed54804cb5a5ec913edf2b3151bca5dfc18c8dfe654a059859748f4707e9,81,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_nojump,id,2,1,throughput,1.4193313396705618e+19,76,0.7501181456953642,0.8,1.2130583801140746,43.2,23,21,2,1,4,1,94e398415634ade28dfa4bfe19e3ce80304b2db827ddc789399712fd89fd9806,90,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
cfc_nojump,id,2,1,semantic,1.4193313396705618e+19,84,0.7148799999999998,0.8181818181818182,1.4107903934081245,39.328,25,20,2,2,4,3,a539ff668940eb94ada188c9961fd6eef8d562108e817652a3bff6211106a37d,87,2,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
gru_closed,id,2,1,throughput,1.4193313396705618e+19,68,0.8634337546468401,1.0,0.6960904026610858,37.488,20,20,2,1,3,1,a5232e3f5058c0d486ecf807acddc5cd85a4d33a5b1a8f8fba8c903daa25e8db,55,3,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
gru_closed,id,2,1,semantic,1.4193313396705618e+19,61,0.8709764539007091,1.0,0.6382120813744782,30.604,18,18,1,1,3,1,836de2d563a943fc4fb3be684bf3a49c8f3332d7f62e8db560e9264bf4239349,47,5,0.7426218525569639,0.9246673544801688,0.8208961602905923,1.1613121578310033
oracle,id,3,0,throughput,1.8322665974346463e+19,57,0.8925855670103091,1.0,0.817001310242379,32.088,17,16,0,0,7,0,5541e33f2a5bcc772cdfd9122b0504dcec189ae5f79f4bdbc72c7bf53fc527b3,65,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
oracle,id,3,0,semantic,1.8322665974346463e+19,57,0.8925855670103091,1.0,0.8138680823806589,32.088,17,16,0,0,7,0,ff439541e66d6acd3043f6a9e1a325d7a7a35f6c46947b1eff73118402572a48,65,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_closed,id,3,0,throughput,1.8322665974346463e+19,56,0.9000212716763003,1.0,0.8086841175463403,36.572,17,17,0,0,5,0,0cf2ba0271a659c067ac13a65dd68680741fc7c11b18fda801d9f1a1a8467b09,66,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_closed,id,3,0,semantic,1.8322665974346463e+19,56,0.9000212716763003,1.0,0.8066739896088787,36.572,17,17,0,0,5,0,23ec18314bf64f627afb363b38d036aa48963f776cb43687989a633118437268,66,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_nojump,id,3,0,throughput,1.8322665974346463e+19,56,0.9000212716763003,1.0,0.8086841175463403,36.572,17,17,0,0,5,0,ce6dafb71765c1676b52afb5a0f5ce484b25af989e2764972b6123b203b4f8dc,66,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_nojump,id,3,0,semantic,1.8322665974346463e+19,56,0.9000212716763003,1.0,0.8066739896088787,36.572,17,17,0,0,5,0,6aec1252452cc566e306c61ce3dc5db82099c06f6ae4e01b3f85e2bba523ef3f,66,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
gru_closed,id,3,0,throughput,1.8322665974346463e+19,56,0.9000212716763003,1.0,0.8086841175463403,36.572,17,17,0,0,5,0,373f581b852bcf63c2eaf3d2a09459d0c0d5b493aba28385ccbfdd766cc9c3af,66,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
gru_closed,id,3,0,semantic,1.8322665974346463e+19,56,0.9000212716763003,1.0,0.8066739896088787,36.572,17,17,0,0,5,0,1d753d59a0cb9d1d98243d9c960fd17c6b943288db7411b97d26f24252f3be45,66,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
oracle,id,3,1,throughput,1.316243099782796e+19,52,0.7997810526315791,0.8333333333333334,0.419067402570776,30.044,16,15,1,1,3,0,27927afdfc59666083a362eb1f52043556bbe1e4c12900dd1af1d214f950589c,29,5,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
oracle,id,3,1,semantic,1.316243099782796e+19,63,0.91847868852459,1.0,0.3588711988080501,36.488,19,19,1,1,4,0,27372b54251b92bea28edac5629382ed38f47dc54f01088eb3fdf9af5b630cb3,21,4,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_closed,id,3,1,throughput,1.316243099782796e+19,61,0.915741782178218,1.0,0.6219621684903074,40.512,19,19,0,0,4,0,d3b7db88176a2d340228414ff26c15c89150474ea01394a0f224840e9f377a46,52,3,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_closed,id,3,1,semantic,1.316243099782796e+19,64,0.8738057142857142,1.0,0.4980514816138233,37.892,21,19,0,0,3,0,8e6d424e6ded381b0d9597cbb82d8d4e8bd94120e76ec2751a88760dcf21758b,45,4,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_nojump,id,3,1,throughput,1.316243099782796e+19,50,0.9012201739130432,1.0,0.5229135280891525,29.16,13,13,3,2,4,1,76a8cb54a4ed4089d9b611fc9e33575369123537e3f4913deb6d429ce49c9990,28,5,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
cfc_nojump,id,3,1,semantic,1.316243099782796e+19,52,0.8709270588235292,1.0,0.5211684035458186,29.16,14,13,3,2,4,1,63f0a71dcd2df971aca5fc00ac921077fed56a50011e056ea95b06b40fb806d6,28,5,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
gru_closed,id,3,1,throughput,1.316243099782796e+19,49,0.8972799999999999,1.0,0.6604102917683518,28.728,13,13,2,2,4,1,241c489a3a191785bd99f0d4664cf58259cd370ba8e9740c174cbe8d2b704f03,35,5,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
gru_closed,id,3,1,semantic,1.316243099782796e+19,49,0.8972799999999999,1.0,0.6582328268673037,28.728,13,13,2,2,4,1,2088dd6caf5b344dfeecd5f78822e0fcaf2b11cdc924617b55bdeed2af9f45ae,35,5,1.2203682605496011,1.1967914492430474,1.0242368740269356,0.92342376251519
oracle,id,4,0,throughput,1.7126439950851834e+19,72,0.8513549999999999,1.0,0.5861975862843367,41.89999999999999,22,21,0,0,7,0,6f94ab8ca76784128a26f8a75436f57e4374693496a577cc93c92b60723c9175,43,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
oracle,id,4,0,semantic,1.7126439950851834e+19,72,0.8513549999999999,1.0,0.5801268399305646,41.89999999999999,22,21,0,0,7,0,d7ab202e78e195e7185b219376b03479e2bfe910469b94bf58e1c9d046045c72,43,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
cfc_closed,id,4,0,throughput,1.7126439950851834e+19,74,0.8909282008368198,1.0,0.5885955783865461,44.416,23,21,0,0,7,0,2a791b830f243038c3d2ce7570c4c22d041d5dbfb3152bc37cd33ffa23238f3d,41,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
cfc_closed,id,4,0,semantic,1.7126439950851834e+19,74,0.8909282008368198,1.0,0.5816746783650341,44.416,23,21,0,0,7,0,f146d916414206533f510152e929aca8642bf8141034aabeeca7da60af943521,41,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
cfc_nojump,id,4,0,throughput,1.7126439950851834e+19,74,0.8909282008368198,1.0,0.5885955783865461,44.416,23,21,0,0,7,0,d04f1d45dae500043a334d22711e8ebe32c7ec9da6452b22c08e8a2eb602217d,41,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
cfc_nojump,id,4,0,semantic,1.7126439950851834e+19,74,0.8909282008368198,1.0,0.5816746783650341,44.416,23,21,0,0,7,0,782e48a08562cb73bb4aaf1033b05a28aa43b9ae519238b43db32b80343f11c9,41,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
gru_closed,id,4,0,throughput,1.7126439950851834e+19,69,0.9014273015873012,1.0,0.5564742760314016,40.184,21,20,0,0,7,0,c38cafa81a17fd35a550b259fb61c9c45ca59592afc3c0b53a3cda1fbe267a32,42,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
gru_closed,id,4,0,semantic,1.7126439950851834e+19,69,0.9014273015873012,1.0,0.5506974744690647,40.184,21,20,0,0,7,0,8fdf75d1dc41df09f8002ccdc190d5c7d0eca8f30073ae5f9b3df240f595a7ff,42,3,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
oracle,id,4,1,throughput,1.4201421121585963e+19,66,0.8997998206278026,1.0,0.490060461649573,38.68,19,19,2,1,6,0,8dfc3876cacd73dd018741ac1cd4dde7fe4f65ad3d7c90b1798cb9bf83b38f4a,27,2,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
oracle,id,4,1,semantic,1.4201421121585963e+19,66,0.8997998206278026,1.0,0.4859842387531181,38.68,19,19,2,1,6,0,10077754ebed21e2c1e5288f1e13c69f2d2f995985c7b735e53bf67ac880047d,27,2,1.2785488958650764,0.9915783826090604,1.1190729702784916,1.0150355918679177
