policy,replicate,seed,events,final_time,state_hash,generated,generated_critical,generated_background,delivered,delivered_critical,delivered_background,timely,timely_critical,timely_background,generated_utility,delivered_utility,timely_semantic_utility,energy,bytes_delivered,reroutes,handovers,mean_latency,max_queued,max_inflight,final_queued,final_inflight,critical_success_rate,background_success_rate,timely_task_rate,goal_utility_ratio,semantic_efficiency
throughput,14,7361633738482078192,477,60.0,54b4e7cb1365c3be7e7e6d5a24c2b49184f69b4ff1fe71d4b69a83d4ed456818,152,46,106,152,46,106,131,33,98,65.08,58.29761600000001,44.782648,400.0000000000004,364.0,5,8,1.7824911220938988,17,9,0,0,0.717391304347826,0.9245283018867924,0.8618421052631579,0.6881169022741241,0.1119566199999998
throughput,15,10873220219941715188,376,60.0,0c87787c7fc279711190ec3a44d97c648ce8a19f63941c16863fa7c231629fd4,121,43,78,121,43,78,118,40,78,57.03999999999998,50.536572,47.66557200000002,304.00000000000006,277.0,1,8,1.029191962254263,8,7,0,0,0.9302325581395348,1.0,0.975206611570248,0.8356516830294537,0.1567946447368421
throughput,16,12623579580488790635,441,60.0,67330db399c89b6357f91eabd7187fdfc164511349f98d5da41efd553763553f,145,44,101,145,44,101,131,31,100,62.17999999999998,55.750156000000025,43.49395600000001,379.9400000000002,347.0,0,3,1.2929685254962795,9,9,0,0,0.7045454545454546,0.99009900990099,0.903448275862069,0.6994846574461245,0.1144758540822234
throughput,17,10365885337706254127,387,60.0,7ff755a84b89a6049e593e1ae5f6dbf2d5a50bdb64b9192823c3e75095e8ec22,124,40,84,124,40,84,119,35,84,55.11999999999998,49.95163999999996,45.29863999999999,316.66000000000014,292.0,1,10,0.851223727888286,5,6,0,0,0.875,1.0,0.9596774193548387,0.8218185776487663,0.1430513484494409
throughput,18,1449579985928280938,447,60.0,d15676633a828c71de3a3c4a2084b81f499f3dbd24d3c3a6faa25020c82ce970,145,45,100,145,45,100,115,29,86,62.99999999999997,56.293336,39.57625600000001,376.14000000000016,345.0,0,9,2.362804504052146,21,9,0,0,0.6444444444444445,0.86,0.7931034482758621,0.6281945396825401,0.1052168235231562
throughput,19,10996544217852071282,457,60.0,3e4559a7461c782cc2b3dad2dec269db4d9d712f334c3dccee28e522cc4fabda,148,50,98,148,50,98,140,45,95,67.64000000000004,60.67701200000005,55.537052000000045,373.7000000000001,344.0,0,10,1.07502510285175,10,9,0,0,0.9,0.9693877551020408,0.945945945945946,0.8210681845062094,0.1486140005351887
throughput,20,2868059839975754254,420,60.0,2820514533f8ff40b32ffaef122c75a345da274938fbbf5fbd52d7149c4ac6cb,135,42,93,135,42,93,135,42,93,58.73999999999997,52.29417999999998,52.29417999999998,351.24000000000024,321.0,1,10,0.7169326191678751,4,6,0,0,1.0,1.0,1.0,0.8902652366360233,0.1488844664616784
throughput,21,16297227859518275325,446,60.0,baf83e9b0f23d86102226375f52659b156df6838c92c8eeec481db7ba9d41c6a,144,46,98,144,46,98,138,40,98,63.63999999999998,57.84605600000002,52.104056000000014,370.78000000000014,340.0,0,11,1.0300768768636588,9,9,0,0,0.8695652173913043,1.0,0.9583333333333334,0.8187312382149596,0.1405255299638599
throughput,22,3080738017695136020,442,60.0,211a31e45ecd00b61f928d984b26f4a239b612f8fde8e8720f975d0d7b18687f,143,38,105,143,38,105,134,33,101,56.89999999999998,50.33749599999999,45.21197599999999,383.4200000000002,353.0,0,10,1.1517205923709055,8,9,0,0,0.868421052631579,0.961904761904762,0.9370629370629372,0.7945865729349738,0.1179176255803034
throughput,23,12755441364100385393,446,60.0,f77c4fbeda5080332452ed9a792a7c830fbf283fe92fcdc5311c073f5459025b,143,43,100,143,43,100,134,37,97,60.99999999999997,54.01049200000001,47.832892,375.22000000000025,343.0,1,12,1.2628949308482964,11,9,0,0,0.8604651162790697,0.97,0.9370629370629372,0.7841457704918037,0.1274795906401576
throughput,24,6613960073083859421,375,60.0,10a08b3a86fd44c3edea5b8dfe0473ef5080598cfc9d666b8b93d50c40556d21,121,40,81,121,40,81,119,39,80,54.57999999999998,48.83520400000001,47.783824,311.6200000000001,283.0,0,9,0.7900694784824145,4,5,0,0,0.975,0.9876543209876544,0.9834710743801652,0.8754823012092345,0.1533400423592837
throughput,25,2174866923271902063,479,60.0,b2219de8ba2143ffecc599e938545118374230829246212e98663ca7207ec518,152,42,110,152,42,110,146,39,107,61.79999999999997,55.06453600000003,51.73712800000003,403.6800000000002,372.0,0,20,1.0639598093277067,7,9,0,0,0.9285714285714286,0.9727272727272728,0.9605263157894736,0.8371703559870559,0.1281637138327388
throughput,26,10536966481473086252,435,60.0,ca466e7d6de45e2d6a97c92c089ff8f8231b9a192834a3113168bea7c81df52b,138,54,84,138,54,84,129,48,81,69.12000000000005,62.43837199999999,56.098411999999975,334.98000000000025,306.0,1,16,1.0682314970551563,8,7,0,0,0.8888888888888888,0.9642857142857144,0.9347826086956522,0.8116089699074065,0.1674679443548866
throughput,27,18071393807982204052,425,60.0,31598ef036fd7ffe9ca09efff77ef655a255dde86dad00ae7a25d76b5c86802a,137,45,92,137,45,92,110,32,78,61.55999999999997,55.082963999999976,40.968884,345.1200000000002,321.0,1,9,1.9404454796592585,19,9,0,0,0.7111111111111111,0.8478260869565217,0.8029197080291971,0.6655114359974011,0.1187090982846545
throughput,28,8480729212232741984,444,60.0,652f1afec317efc0c234a9a66aca355297d158d5e668c3e430a6cf66d5235ec4,143,40,103,143,40,103,129,31,98,58.53999999999998,52.25677999999997,43.21898000000001,378.52000000000027,349.0,1,10,1.7261444792697576,13,9,0,0,0.775,0.9514563106796116,0.902097902097902,0.7382811752647767,0.1141788544858923
throughput,29,16917042041450296431,374,60.0,38e63adc0979b9588642dd4c6ac81a296b236013cb52622fe995184f32bbef3a,120,47,73,120,47,73,120,47,73,60.13999999999998,53.315996000000005,53.315996000000005,290.84000000000003,266.0,0,11,0.7445807274781825,4,5,0,0,1.0,1.0,1.0,0.886531360159628,0.1833172741025993
