trust,intervention_effect_mae,predictive_nmae,objective,worst_regime_mae,regime_mae_id,regime_mae_high_mobility,regime_mae_high_stress
0.0,0.048133645607962385,0.024671549358144515,0.05060080054377684,0.07126436781609195,0.004633646740355287,0.07126436781609195,0.06850292226743993
0.25,0.08711118156307059,0.02266872164742453,0.08937805372781304,0.18275669457021537,0.004633646740355287,0.07394320337864113,0.18275669457021537
0.5,0.07499376532974705,0.02056418028934808,0.07705018335868186,0.1469930847372786,0.004633646740355287,0.07335456451160728,0.1469930847372786
0.75,0.10344730591140607,0.018451240216769693,0.10529242993308303,0.19323395906368726,0.031461929568638115,0.08564602910189278,0.19323395906368726
1.0,0.10514666122276257,0.017398808258020794,0.10688654204856465,0.21905579520744475,0.008750054056762602,0.08763413440408041,0.21905579520744475
