goal_utility_ratio,critical_success_rate,mean_latency,energy,events,outages,handovers,reroutes,model,trust,policy,scenario,replicate,seed,final_hash,thinning_rejections,regime,scenario_mobility,scenario_stress,scenario_channel,scenario_demand
0.8405374757281552,1.0,0.33852127035666124,16.224,29,0,1,0,oracle,1.0,throughput,3,0,14979024538624333132,4b1b2df138c16090333ea1009f31abecf91413975c87d4d7894909f2cb97d0b9,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8921102912621358,1.0,0.3319838299387365,16.404,29,0,1,0,oracle,1.0,semantic,3,0,14979024538624333132,4f151324a2ad5463a4f8d1f55538df7da0c3559126c904ce2f85305338a00d85,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8487891262135921,1.0,0.33844136924978546,16.656,29,0,1,0,mechanistic,0.0,throughput,3,0,14979024538624333132,1bb86abb5200491fd0f283d5b3526bac62db230fbc932dd2deb521cfc5826983,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8958812903225805,1.0,0.26322165201234526,15.183999999999997,29,0,1,0,mechanistic,0.0,semantic,3,0,14979024538624333132,5c501bba554c0e42b5539081f59a40a7d578db78fbe2acf65adc65ce72f58b59,8,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8487891262135921,1.0,0.33844136924978546,16.656,29,0,1,0,residual_raw,1.0,throughput,3,0,14979024538624333132,770b1a215cdae6674822475380c38b35bc928b2fa606b13f5a445dff65f6f266,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8921102912621358,1.0,0.3319838299387365,16.404,29,0,1,0,residual_raw,1.0,semantic,3,0,14979024538624333132,1d70f929fac7ac2e38c786cb2a60c99bf7eda3a2890ed9948188966ca3fdf7d5,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8487891262135921,1.0,0.33844136924978546,16.656,29,0,1,0,residual_predictive,1.0,throughput,3,0,14979024538624333132,65436fc0d1903e146138002e2dd76c7ea052d86b8c6b9d4539d4731509792a5d,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8921102912621358,1.0,0.3319838299387365,16.404,29,0,1,0,residual_predictive,1.0,semantic,3,0,14979024538624333132,4a29ee410cba88f319e9c0ba990db6a0bbcf5d382405a46ca8a926a7de839913,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8487891262135921,1.0,0.33844136924978546,16.656,29,0,1,0,residual_intervention,0.5,throughput,3,0,14979024538624333132,6c736c697f016ffcdb035ff16463a12c602c712d00559c28abbe87f9f23618bb,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8921102912621358,1.0,0.3319838299387365,16.404,29,0,1,0,residual_intervention,0.5,semantic,3,0,14979024538624333132,f80bfb372a97aced5f98bd9b3442cdd266c3302d3f8d93f4d770af3c778d7515,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8487891262135921,1.0,0.33844136924978546,16.656,29,0,1,0,residual_robust,0.25,throughput,3,0,14979024538624333132,2e7b13af23f22174c9b1db5338937cc4d9c8bf8c14bd6a316f00f3debe6fb520,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8921102912621358,1.0,0.3319838299387365,16.404,29,0,1,0,residual_robust,0.25,semantic,3,0,14979024538624333132,ee39ab95d4527a91bf62a667dba821b8ae6f47244d72c46fa0ae1da0d5f687f5,11,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9191093658929069,7.632,11,0,2,0,oracle,1.0,throughput,3,1,9681322190477793577,41bb82dd58c0fdc6ddbd6c28f82dddf73e6b20a4407055ef9225bd0ac34eb0b8,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9187915703093378,7.632,11,0,2,0,oracle,1.0,semantic,3,1,9681322190477793577,7643652fa022f7062d64b7f8cb89c411739b249049006d55c2ded05c43adcca2,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9191093658929069,7.632,11,0,2,0,mechanistic,0.0,throughput,3,1,9681322190477793577,e81b82d0a1d17beec284ca2b35144708ff13f18c50acc8ae246acdedf0aed2f1,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9187915703093378,7.632,11,0,2,0,mechanistic,0.0,semantic,3,1,9681322190477793577,964f91f02574dff7d2a9de7a904d6ff8fbb11a2244c889ab3d267be1297e683a,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9191093658929069,7.632,11,0,2,0,residual_raw,1.0,throughput,3,1,9681322190477793577,dd0fd87dc589d7a1c62659b8e46c406074d6804b9760f671a07ea8c1dd7ce62e,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9187915703093378,7.632,11,0,2,0,residual_raw,1.0,semantic,3,1,9681322190477793577,d18fd2691ce65a0d771a4f286771bdcfa1d2a1bfc809e73b04948615971cdd6a,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9191093658929069,7.632,11,0,2,0,residual_predictive,1.0,throughput,3,1,9681322190477793577,fe1e48773069f12fa88d548e397e65f8e3c05350e108815067e1d54b3229cfa7,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9187915703093378,7.632,11,0,2,0,residual_predictive,1.0,semantic,3,1,9681322190477793577,d9e9e5f57700f097e55c7bb1cf44fb871516f24fdb2731f1d2659003b5840b3d,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9191093658929069,7.632,11,0,2,0,residual_intervention,0.5,throughput,3,1,9681322190477793577,c2897f5499964d6cb0be10f378efb0f60bb9d5c5a1268931150adf935d963c75,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9187915703093378,7.632,11,0,2,0,residual_intervention,0.5,semantic,3,1,9681322190477793577,e6bef72ce9ea4801bc118e1e0101a15744f0f957b7290f92315178bb41fdd960,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9191093658929069,7.632,11,0,2,0,residual_robust,0.25,throughput,3,1,9681322190477793577,fe41a6bc68be562bd387cf76360db2ca58714a1ef29fd24dd34ab78bf6db9fc0,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
0.8667733333333334,0.0,0.9187915703093378,7.632,11,0,2,0,residual_robust,0.25,semantic,3,1,9681322190477793577,95f68013564a153acd516882f8fa1dbb2cbd158f615f8a86a8ff6bcd31f70078,10,id,0.8565993766935446,0.8090382331555518,1.0190486727768264,1.1136718398947854
